PRODUCT_ID,BATCH_ID,EXPIRY_DATE,INVENTORY
38,4,24/08/2024,70
38,5,29/08/2024,53
38,6,30/08/2024,67
38,7,31/08/2024,75
39,1,02/08/2024,82
39,2,03/08/2024,92
39,3,13/08/2024,72
39,4,18/08/2024,79
39,5,28/08/2024,85
39,6,30/08/2024,87
40,1,08/08/2024,54
40,2,09/08/2024,50
40,3,10/08/2024,74
40,4,20/08/2024,58
40,5,21/08/2024,49
41,1,02/08/2024,133
41,2,05/08/2024,125
41,3,08/08/2024,121
41,4,14/08/2024,143
41,5,17/08/2024,148
41,6,20/08/2024,124
41,7,22/08/2024,128
42,1,01/08/2024,67
42,2,09/08/2024,61
42,3,16/08/2024,70
42,4,19/08/2024,57
42,5,28/08/2024,56
42,6,31/08/2024,92
43,1,14/08/2024,45
43,2,15/08/2024,61
43,3,17/08/2024,69
43,4,20/08/2024,66
43,5,31/08/2024,61
44,1,04/08/2024,63
44,2,06/08/2024,59
44,3,07/08/2024,50
44,4,10/08/2024,66
44,5,12/08/2024,52
44,6,16/08/2024,55
45,1,02/08/2024,153
45,2,08/08/2024,170
45,3,20/08/2024,153
45,4,24/08/2024,172
45,5,30/08/2024,106
46,1,04/08/2024,112
46,2,06/08/2024,106
46,3,08/08/2024,102
46,4,15/08/2024,125
46,5,19/08/2024,100
46,6,26/08/2024,107
46,7,31/08/2024,135
47,1,11/08/2024,84
47,2,12/08/2024,73
47,3,15/08/2024,73
47,4,23/08/2024,72
47,5,24/08/2024,87
48,1,01/08/2024,107
48,2,02/08/2024,96
48,3,07/08/2024,88
48,4,08/08/2024,91
48,5,09/08/2024,82
48,6,11/08/2024,104
49,1,02/08/2024,54
49,2,11/08/2024,63
49,3,14/08/2024,58
49,4,17/08/2024,62
49,5,26/08/2024,55
49,6,30/08/2024,53
49,7,31/08/2024,67
50,1,02/08/2024,66
50,2,09/08/2024,68
50,3,10/08/2024,76
50,4,11/08/2024,93
50,5,13/08/2024,70
50,6,27/08/2024,64
51,1,04/08/2024,107
51,2,09/08/2024,74
51,3,10/08/2024,106
51,4,18/08/2024,94
51,5,24/08/2024,127
51,6,29/08/2024,96
52,1,01/08/2024,117
52,2,08/08/2024,121
52,3,09/08/2024,145
52,4,18/08/2024,139
52,5,20/08/2024,129
52,6,25/08/2024,161
53,1,02/08/2024,159
53,2,04/08/2024,170
53,3,06/08/2024,130
53,4,08/08/2024,119
53,5,09/08/2024,149
53,6,23/08/2024,143
54,1,03/08/2024,140
54,2,11/08/2024,119
54,3,12/08/2024,95
54,4,15/08/2024,107
54,5,24/08/2024,93
54,6,30/08/2024,115
55,1,05/08/2024,60
55,2,13/08/2024,61
55,3,16/08/2024,57
55,4,19/08/2024,69
55,5,22/08/2024,56
55,6,31/08/2024,74
56,1,09/08/2024,156
56,2,14/08/2024,155
56,3,18/08/2024,181
56,4,20/08/2024,122
56,5,23/08/2024,149
56,6,26/08/2024,137
56,7,29/08/2024,149
57,1,02/08/2024,44
57,2,04/08/2024,64
57,3,07/08/2024,55
57,4,12/08/2024,55
57,5,15/08/2024,42
57,6,17/08/2024,54
57,7,28/08/2024,55
58,1,06/08/2024,111
58,2,11/08/2024,120
58,3,12/08/2024,126
58,4,14/08/2024,107
58,5,17/08/2024,137
58,6,25/08/2024,114
58,7,31/08/2024,119
59,1,05/08/2024,44
59,2,07/08/2024,57
59,3,08/08/2024,57
59,4,21/08/2024,57
59,5,23/08/2024,61
59,6,25/08/2024,63
59,7,31/08/2024,63
60,1,05/08/2024,152
60,2,09/08/2024,144
60,3,14/08/2024,107
60,4,15/08/2024,143
60,5,17/08/2024,149
60,6,30/08/2024,147
61,1,02/08/2024,127
61,2,03/08/2024,182
61,3,06/08/2024,154
61,4,09/08/2024,143
61,5,10/08/2024,164
61,6,20/08/2024,134
61,7,21/08/2024,129
62,1,02/08/2024,126
62,2,03/08/2024,145
62,3,06/08/2024,123
62,4,13/08/2024,126
62,5,27/08/2024,119
62,6,31/08/2024,130
63,1,04/08/2024,96
63,2,12/08/2024,82
63,3,18/08/2024,102
63,4,20/08/2024,78
63,5,25/08/2024,103
63,6,27/08/2024,82
64,1,07/08/2024,124
64,2,09/08/2024,113
64,3,14/08/2024,131
64,4,15/08/2024,121
64,5,26/08/2024,139
65,1,02/08/2024,96
65,2,09/08/2024,101
65,3,10/08/2024,123
65,4,15/08/2024,109
65,5,24/08/2024,108
65,6,30/08/2024,93
66,1,03/08/2024,199
66,2,19/08/2024,147
66,3,21/08/2024,154
66,4,23/08/2024,143
66,5,24/08/2024,168
66,6,25/08/2024,153
67,1,02/08/2024,153
67,2,05/08/2024,126
67,3,09/08/2024,136
67,4,15/08/2024,130
67,5,18/08/2024,152
67,6,31/08/2024,151
68,1,08/08/2024,61
68,2,13/08/2024,49
68,3,14/08/2024,58
68,4,20/08/2024,60
68,5,26/08/2024,57
68,6,28/08/2024,55
69,1,01/08/2024,52
69,2,07/08/2024,84
69,3,09/08/2024,65
69,4,16/08/2024,74
69,5,19/08/2024,65
69,6,20/08/2024,76
69,7,27/08/2024,67
70,1,03/08/2024,110
70,2,13/08/2024,79
70,3,26/08/2024,72
70,4,28/08/2024,73
70,5,30/08/2024,86
71,1,07/08/2024,103
71,2,15/08/2024,97
71,3,20/08/2024,121
71,4,23/08/2024,107
71,5,27/08/2024,129
71,6,30/08/2024,105
71,7,31/08/2024,121
72,1,02/08/2024,57
72,2,04/08/2024,74
72,3,14/08/2024,64
72,4,27/08/2024,66
72,5,31/08/2024,72
73,1,07/08/2024,70
73,2,09/08/2024,86
73,3,22/08/2024,79
73,4,23/08/2024,92
73,5,24/08/2024,99
73,6,28/08/2024,74
74,1,13/08/2024,68
74,2,21/08/2024,51
74,3,23/08/2024,57
74,4,25/08/2024,80
74,5,28/08/2024,63
74,6,29/08/2024,71
75,1,09/08/2024,104
75,2,14/08/2024,125
75,3,15/08/2024,116
75,4,22/08/2024,107
75,5,24/08/2024,140
76,1,02/08/2024,84
76,2,07/08/2024,128
76,3,22/08/2024,100
76,4,28/08/2024,87
76,5,31/08/2024,111
77,1,04/08/2024,149
77,2,06/08/2024,112
77,3,08/08/2024,107
77,4,17/08/2024,139
77,5,22/08/2024,126
77,6,24/08/2024,138
78,1,01/08/2024,61
78,2,10/08/2024,74
78,3,14/08/2024,58
78,4,15/08/2024,54
78,5,16/08/2024,51
78,6,24/08/2024,73
79,1,13/08/2024,58
79,2,17/08/2024,64
79,3,21/08/2024,61
79,4,22/08/2024,46
79,5,26/08/2024,50
79,6,29/08/2024,58
80,1,08/08/2024,57
80,2,13/08/2024,61
80,3,16/08/2024,81
80,4,21/08/2024,74
80,5,28/08/2024,71
81,1,06/08/2024,134
81,2,09/08/2024,147
81,3,14/08/2024,145
81,4,19/08/2024,143
81,5,30/08/2024,140
82,1,05/08/2024,142
82,2,10/08/2024,165
82,3,13/08/2024,179
82,4,14/08/2024,142
82,5,27/08/2024,155
83,1,01/08/2024,102
83,2,11/08/2024,132
83,3,17/08/2024,127
83,4,18/08/2024,128
83,5,23/08/2024,124
84,1,01/08/2024,56
84,2,08/08/2024,48
84,3,09/08/2024,53
84,4,23/08/2024,57
84,5,30/08/2024,57
85,1,03/08/2024,158
85,2,06/08/2024,129
85,3,13/08/2024,129
85,4,21/08/2024,142
85,5,24/08/2024,126
85,6,26/08/2024,123
85,7,27/08/2024,116
86,1,08/08/2024,113
86,2,11/08/2024,157
86,3,12/08/2024,106
86,4,14/08/2024,114
86,5,27/08/2024,112
87,1,05/08/2024,75
87,2,11/08/2024,80
87,3,14/08/2024,70
87,4,20/08/2024,59
87,5,22/08/2024,81
87,6,30/08/2024,83
88,1,04/08/2024,191
88,2,05/08/2024,150
88,3,12/08/2024,180
88,4,16/08/2024,131
88,5,20/08/2024,164
88,6,24/08/2024,187
88,7,27/08/2024,123
89,1,01/08/2024,103
89,2,03/08/2024,137
89,3,07/08/2024,120
89,4,21/08/2024,114
89,5,25/08/2024,151
90,1,06/08/2024,73
90,2,08/08/2024,65
90,3,09/08/2024,83
90,4,18/08/2024,90
90,5,19/08/2024,82
90,6,27/08/2024,81
90,7,28/08/2024,82
91,1,06/08/2024,97
91,2,14/08/2024,91
91,3,16/08/2024,103
91,4,19/08/2024,103
91,5,23/08/2024,94
92,1,07/08/2024,49
92,2,08/08/2024,59
92,3,14/08/2024,47
92,4,17/08/2024,72
92,5,18/08/2024,58
92,6,23/08/2024,55
93,1,08/08/2024,94
93,2,10/08/2024,91
93,3,12/08/2024,78
93,4,18/08/2024,99
93,5,20/08/2024,85
93,6,27/08/2024,95
94,1,06/08/2024,102
94,2,14/08/2024,68
94,3,15/08/2024,91
94,4,17/08/2024,116
94,5,19/08/2024,85
94,6,22/08/2024,82
95,1,03/08/2024,162
95,2,04/08/2024,172
95,3,05/08/2024,145
95,4,07/08/2024,167
95,5,12/08/2024,156
95,6,14/08/2024,129
95,7,26/08/2024,157
96,1,06/08/2024,68
96,2,08/08/2024,62
96,3,13/08/2024,72
96,4,23/08/2024,60
96,5,27/08/2024,70
96,6,31/08/2024,73
97,1,02/08/2024,104
97,2,04/08/2024,140
97,3,07/08/2024,101
97,4,13/08/2024,112
97,5,24/08/2024,110
97,6,30/08/2024,97
98,1,01/08/2024,98
98,2,07/08/2024,105
98,3,10/08/2024,109
98,4,12/08/2024,113
98,5,13/08/2024,100
98,6,25/08/2024,126
98,7,28/08/2024,97
99,1,02/08/2024,107
99,2,10/08/2024,125
99,3,17/08/2024,134
99,4,18/08/2024,142
99,5,20/08/2024,100
99,6,23/08/2024,121
100,1,01/08/2024,121
100,2,04/08/2024,150
100,3,08/08/2024,126
100,4,10/08/2024,153
100,5,13/08/2024,118
100,6,25/08/2024,161
100,7,26/08/2024,131
101,1,09/08/2024,61
101,2,11/08/2024,63
101,3,12/08/2024,61
101,4,13/08/2024,58
101,5,16/08/2024,63
101,6,29/08/2024,64
102,1,04/08/2024,145
102,2,06/08/2024,118
102,3,10/08/2024,108
102,4,17/08/2024,157
102,5,29/08/2024,120
103,1,01/08/2024,49
103,2,03/08/2024,60
103,3,08/08/2024,56
103,4,17/08/2024,66
103,5,25/08/2024,61
103,6,31/08/2024,59
104,1,02/08/2024,92
104,2,03/08/2024,96
104,3,05/08/2024,72
104,4,23/08/2024,76
104,5,25/08/2024,98
104,6,28/08/2024,71
105,1,01/08/2024,144
105,2,12/08/2024,147
105,3,19/08/2024,137
105,4,21/08/2024,132
105,5,28/08/2024,133
105,6,31/08/2024,161
106,1,06/08/2024,54
106,2,07/08/2024,62
106,3,08/08/2024,61
106,4,17/08/2024,77
106,5,21/08/2024,52
106,6,23/08/2024,60
106,7,24/08/2024,79
107,1,05/08/2024,129
107,2,08/08/2024,132
107,3,11/08/2024,165
107,4,16/08/2024,136
107,5,18/08/2024,160
107,6,21/08/2024,154
107,7,23/08/2024,137
108,1,07/08/2024,129
108,2,11/08/2024,190
108,3,14/08/2024,144
108,4,22/08/2024,130
108,5,23/08/2024,114
108,6,26/08/2024,134
109,1,01/08/2024,108
109,2,02/08/2024,86
109,3,04/08/2024,114
109,4,13/08/2024,93
109,5,21/08/2024,100
110,1,03/08/2024,122
110,2,09/08/2024,126
110,3,10/08/2024,162
110,4,12/08/2024,143
110,5,16/08/2024,116
110,6,18/08/2024,156
110,7,21/08/2024,123
111,1,06/08/2024,158
111,2,14/08/2024,125
111,3,19/08/2024,152
111,4,22/08/2024,140
111,5,23/08/2024,156
111,6,31/08/2024,138
112,1,01/08/2024,46
112,2,02/08/2024,56
112,3,07/08/2024,52
112,4,09/08/2024,48
112,5,18/08/2024,56
112,6,23/08/2024,48
112,7,24/08/2024,63
113,1,12/08/2024,64
113,2,15/08/2024,68
113,3,18/08/2024,67
113,4,20/08/2024,62
113,5,26/08/2024,57
113,6,28/08/2024,55
113,7,29/08/2024,66
114,1,07/08/2024,113
114,2,09/08/2024,104
114,3,12/08/2024,111
114,4,20/08/2024,99
114,5,30/08/2024,96
115,1,02/08/2024,70
115,2,05/08/2024,84
115,3,08/08/2024,94
115,4,10/08/2024,99
115,5,14/08/2024,90
115,6,15/08/2024,96
115,7,17/08/2024,117
116,1,03/08/2024,155
116,2,08/08/2024,118
116,3,09/08/2024,125
116,4,12/08/2024,118
116,5,19/08/2024,114
116,6,31/08/2024,148
117,1,07/08/2024,63
117,2,13/08/2024,56
117,3,15/08/2024,60
117,4,23/08/2024,63
117,5,30/08/2024,52
117,6,31/08/2024,66
118,1,03/08/2024,141
118,2,11/08/2024,144
118,3,19/08/2024,112
118,4,25/08/2024,138
118,5,28/08/2024,125
119,1,10/08/2024,123
119,2,13/08/2024,102
119,3,15/08/2024,112
119,4,17/08/2024,132
119,5,22/08/2024,106
119,6,23/08/2024,121
120,1,02/08/2024,101
120,2,07/08/2024,109
120,3,09/08/2024,81
120,4,17/08/2024,111
120,5,28/08/2024,91
120,6,29/08/2024,66
120,7,30/08/2024,77
121,1,12/08/2024,130
121,2,13/08/2024,122
121,3,14/08/2024,106
121,4,15/08/2024,118
121,5,16/08/2024,121
121,6,21/08/2024,134
121,7,26/08/2024,141
122,1,12/08/2024,79
122,2,14/08/2024,73
122,3,17/08/2024,101
122,4,28/08/2024,80
122,5,30/08/2024,88
123,1,03/08/2024,120
123,2,05/08/2024,102
123,3,20/08/2024,130
123,4,23/08/2024,127
123,5,24/08/2024,151
123,6,26/08/2024,123
123,7,27/08/2024,116
124,1,02/08/2024,102
124,2,18/08/2024,136
124,3,21/08/2024,121
124,4,24/08/2024,143
124,5,29/08/2024,93
125,1,06/08/2024,93
125,2,14/08/2024,59
125,3,17/08/2024,102
125,4,21/08/2024,88
125,5,22/08/2024,95
125,6,30/08/2024,84
126,1,08/08/2024,115
126,2,12/08/2024,124
126,3,16/08/2024,126
126,4,26/08/2024,123
126,5,27/08/2024,118
127,1,11/08/2024,156
127,2,19/08/2024,135
127,3,22/08/2024,109
127,4,23/08/2024,120
127,5,27/08/2024,118
128,1,01/08/2024,127
128,2,04/08/2024,171
128,3,06/08/2024,126
128,4,13/08/2024,120
128,5,15/08/2024,133
128,6,26/08/2024,112
128,7,28/08/2024,112
129,1,04/08/2024,107
129,2,08/08/2024,82
129,3,09/08/2024,80
129,4,11/08/2024,101
129,5,27/08/2024,102
130,1,04/08/2024,171
130,2,20/08/2024,131
130,3,23/08/2024,145
130,4,27/08/2024,133
130,5,31/08/2024,168
131,1,06/08/2024,126
131,2,10/08/2024,176
131,3,16/08/2024,129
131,4,20/08/2024,118
131,5,24/08/2024,161
131,6,28/08/2024,121
131,7,30/08/2024,131
132,1,04/08/2024,159
132,2,05/08/2024,146
132,3,08/08/2024,124
132,4,12/08/2024,142
132,5,16/08/2024,122
132,6,19/08/2024,148
132,7,23/08/2024,127
133,1,10/08/2024,185
133,2,21/08/2024,135
133,3,22/08/2024,125
133,4,29/08/2024,156
133,5,30/08/2024,124
134,1,10/08/2024,184
134,2,11/08/2024,171
134,3,12/08/2024,105
134,4,25/08/2024,169
134,5,28/08/2024,133
134,6,29/08/2024,110
135,1,13/08/2024,92
135,2,17/08/2024,125
135,3,20/08/2024,92
135,4,22/08/2024,96
135,5,26/08/2024,101
136,1,06/08/2024,142
136,2,13/08/2024,142
136,3,14/08/2024,149
136,4,26/08/2024,141
136,5,30/08/2024,139
137,1,06/08/2024,67
137,2,07/08/2024,79
137,3,08/08/2024,70
137,4,18/08/2024,89
137,5,19/08/2024,66
137,6,23/08/2024,67
137,7,31/08/2024,102
138,1,01/08/2024,88
138,2,10/08/2024,108
138,3,14/08/2024,84
138,4,23/08/2024,80
138,5,29/08/2024,69
138,6,30/08/2024,81
139,1,01/08/2024,126
139,2,03/08/2024,188
139,3,04/08/2024,182
139,4,07/08/2024,148
139,5,27/08/2024,110
139,6,31/08/2024,169
140,1,06/08/2024,114
140,2,12/08/2024,115
140,3,14/08/2024,112
140,4,21/08/2024,121
140,5,30/08/2024,122
141,1,01/08/2024,116
141,2,07/08/2024,135
141,3,08/08/2024,136
141,4,09/08/2024,120
141,5,14/08/2024,97
141,6,24/08/2024,134
142,1,09/08/2024,112
142,2,10/08/2024,170
142,3,11/08/2024,137
142,4,16/08/2024,127
142,5,25/08/2024,144
143,1,03/08/2024,159
143,2,08/08/2024,121
143,3,16/08/2024,122
143,4,20/08/2024,105
143,5,24/08/2024,131
144,1,05/08/2024,101
144,2,09/08/2024,110
144,3,12/08/2024,86
144,4,13/08/2024,82
144,5,18/08/2024,118
144,6,22/08/2024,102
144,7,31/08/2024,112
145,1,11/08/2024,111
145,2,12/08/2024,94
145,3,16/08/2024,101
145,4,19/08/2024,90
145,5,22/08/2024,104
145,6,25/08/2024,105
145,7,30/08/2024,94
146,1,02/08/2024,48
146,2,10/08/2024,68
146,3,15/08/2024,46
146,4,21/08/2024,42
146,5,27/08/2024,51
147,1,15/08/2024,80
147,2,16/08/2024,82
147,3,18/08/2024,104
147,4,20/08/2024,82
147,5,30/08/2024,93
147,6,31/08/2024,112
148,1,05/08/2024,74
148,2,07/08/2024,78
148,3,08/08/2024,77
148,4,15/08/2024,84
148,5,18/08/2024,88
148,6,25/08/2024,92
148,7,29/08/2024,79
149,1,08/08/2024,80
149,2,14/08/2024,78
149,3,15/08/2024,85
149,4,16/08/2024,86
149,5,25/08/2024,90
149,6,30/08/2024,71
150,1,04/08/2024,204
150,2,05/08/2024,164
150,3,18/08/2024,205
150,4,25/08/2024,201
150,5,27/08/2024,163
151,1,04/08/2024,113
151,2,07/08/2024,106
151,3,09/08/2024,106
151,4,12/08/2024,115
151,5,19/08/2024,143
151,6,25/08/2024,141
151,7,28/08/2024,127
152,1,06/08/2024,149
152,2,14/08/2024,134
152,3,24/08/2024,165
152,4,26/08/2024,114
152,5,28/08/2024,148
152,6,29/08/2024,151
153,1,03/08/2024,121
153,2,07/08/2024,114
153,3,23/08/2024,104
153,4,25/08/2024,108
153,5,27/08/2024,87
153,6,30/08/2024,107
154,1,01/08/2024,135
154,2,03/08/2024,157
154,3,07/08/2024,153
154,4,14/08/2024,161
154,5,29/08/2024,147
155,1,04/08/2024,130
155,2,05/08/2024,103
155,3,10/08/2024,112
155,4,17/08/2024,107
155,5,26/08/2024,97
155,6,29/08/2024,96
156,1,04/08/2024,131
156,2,06/08/2024,97
156,3,07/08/2024,113
156,4,17/08/2024,120
156,5,22/08/2024,117
156,6,24/08/2024,131
157,1,02/08/2024,113
157,2,03/08/2024,143
157,3,12/08/2024,109
157,4,24/08/2024,131
157,5,25/08/2024,130
158,1,03/08/2024,76
158,2,10/08/2024,76
158,3,13/08/2024,72
158,4,21/08/2024,78
158,5,23/08/2024,77
159,1,04/08/2024,128
159,2,07/08/2024,119
159,3,15/08/2024,102
159,4,18/08/2024,118
159,5,28/08/2024,113
160,1,04/08/2024,132
160,2,07/08/2024,99
160,3,09/08/2024,97
160,4,19/08/2024,100
160,5,26/08/2024,111
161,1,03/08/2024,87
161,2,10/08/2024,100
161,3,19/08/2024,84
161,4,21/08/2024,80
161,5,23/08/2024,84
161,6,24/08/2024,98
161,7,26/08/2024,79
162,1,05/08/2024,88
162,2,08/08/2024,76
162,3,12/08/2024,87
162,4,14/08/2024,79
162,5,15/08/2024,92
163,1,07/08/2024,102
163,2,09/08/2024,115
163,3,13/08/2024,86
163,4,14/08/2024,83
163,5,22/08/2024,105
163,6,30/08/2024,110
164,1,06/08/2024,139
164,2,12/08/2024,138
164,3,15/08/2024,154
164,4,23/08/2024,145
164,5,27/08/2024,121
164,6,30/08/2024,128
165,1,01/08/2024,95
165,2,08/08/2024,108
165,3,11/08/2024,135
165,4,13/08/2024,109
165,5,16/08/2024,98
165,6,28/08/2024,136
166,1,01/08/2024,82
166,2,05/08/2024,82
166,3,12/08/2024,111
166,4,13/08/2024,96
166,5,25/08/2024,79
167,1,01/08/2024,115
167,2,11/08/2024,119
167,3,21/08/2024,115
167,4,22/08/2024,92
167,5,23/08/2024,122
167,6,27/08/2024,110
168,1,02/08/2024,125
168,2,08/08/2024,112
168,3,15/08/2024,111
168,4,19/08/2024,107
168,5,22/08/2024,119
169,1,02/08/2024,134
169,2,05/08/2024,136
169,3,06/08/2024,134
169,4,12/08/2024,129
169,5,20/08/2024,121
170,1,01/08/2024,75
170,2,02/08/2024,84
170,3,12/08/2024,92
170,4,17/08/2024,114
170,5,28/08/2024,79
170,6,30/08/2024,77
171,1,05/08/2024,106
171,2,09/08/2024,130
171,3,15/08/2024,108
171,4,17/08/2024,146
171,5,25/08/2024,132
171,6,26/08/2024,106
171,7,28/08/2024,131
172,1,01/08/2024,126
172,2,02/08/2024,116
172,3,05/08/2024,114
172,4,09/08/2024,107
172,5,17/08/2024,147
172,6,27/08/2024,104
173,1,03/08/2024,126
173,2,19/08/2024,109
173,3,20/08/2024,115
173,4,21/08/2024,113
173,5,25/08/2024,134
173,6,29/08/2024,135
173,7,31/08/2024,121
174,1,01/08/2024,125
174,2,07/08/2024,106
174,3,08/08/2024,105
174,4,15/08/2024,115
174,5,20/08/2024,104
174,6,23/08/2024,124
174,7,30/08/2024,106
175,1,05/08/2024,70
175,2,06/08/2024,59
175,3,11/08/2024,65
175,4,23/08/2024,51
175,5,28/08/2024,54
175,6,29/08/2024,57
175,7,31/08/2024,73
176,1,04/08/2024,124
176,2,07/08/2024,115
176,3,08/08/2024,99
176,4,15/08/2024,101
176,5,22/08/2024,99
176,6,23/08/2024,99
176,7,31/08/2024,128
177,1,04/08/2024,87
177,2,06/08/2024,64
177,3,12/08/2024,59
177,4,25/08/2024,90
177,5,26/08/2024,68
177,6,28/08/2024,63
178,1,06/08/2024,130
178,2,16/08/2024,124
178,3,17/08/2024,160
178,4,22/08/2024,119
178,5,27/08/2024,126
178,6,31/08/2024,151
179,1,08/08/2024,131
