PRODUCT_ID,BATCH_ID,EXPIRY_DATE,INVENTORY
28,5,25/08/2024,52
28,6,31/08/2024,52
29,1,04/08/2024,48
29,2,09/08/2024,43
29,3,13/08/2024,46
29,4,21/08/2024,49
29,5,25/08/2024,71
29,6,26/08/2024,23
29,7,28/08/2024,38
30,1,05/08/2024,26
30,2,08/08/2024,52
30,3,18/08/2024,54
30,4,25/08/2024,37
30,5,28/08/2024,58
31,1,08/08/2024,62
31,2,10/08/2024,61
31,3,19/08/2024,44
31,4,22/08/2024,37
31,5,23/08/2024,45
32,1,06/08/2024,26
32,2,10/08/2024,48
32,3,15/08/2024,47
32,4,19/08/2024,69
32,5,20/08/2024,49
32,6,22/08/2024,68
32,7,25/08/2024,63
33,1,04/08/2024,50
33,2,13/08/2024,36
33,3,18/08/2024,58
33,4,24/08/2024,51
33,5,29/08/2024,42
34,1,05/08/2024,50
34,2,07/08/2024,41
34,3,14/08/2024,67
34,4,24/08/2024,66
34,5,28/08/2024,49
35,1,01/08/2024,38
35,2,02/08/2024,46
35,3,11/08/2024,43
35,4,14/08/2024,45
35,5,23/08/2024,62
35,6,27/08/2024,63
35,7,31/08/2024,61
36,1,05/08/2024,73
36,2,14/08/2024,36
36,3,17/08/2024,60
36,4,19/08/2024,49
36,5,24/08/2024,31
36,6,29/08/2024,51
37,1,03/08/2024,68
37,2,04/08/2024,55
37,3,09/08/2024,59
37,4,17/08/2024,58
37,5,21/08/2024,59
37,6,24/08/2024,59
37,7,29/08/2024,11
38,1,02/08/2024,39
38,2,03/08/2024,43
38,3,14/08/2024,81
38,4,15/08/2024,71
38,5,17/08/2024,44
38,6,26/08/2024,47
38,7,31/08/2024,73
39,1,01/08/2024,62
39,2,05/08/2024,53
39,3,19/08/2024,51
39,4,24/08/2024,40
39,5,26/08/2024,45
40,1,03/08/2024,79
40,2,14/08/2024,54
40,3,17/08/2024,42
40,4,18/08/2024,74
40,5,26/08/2024,50
40,6,28/08/2024,34
40,7,30/08/2024,61
41,1,02/08/2024,66
41,2,09/08/2024,65
41,3,16/08/2024,61
41,4,20/08/2024,46
41,5,21/08/2024,38
41,6,28/08/2024,37
42,1,10/08/2024,52
42,2,16/08/2024,49
42,3,17/08/2024,34
42,4,19/08/2024,44
42,5,20/08/2024,36
42,6,25/08/2024,58
42,7,26/08/2024,50
43,1,18/08/2024,75
43,2,19/08/2024,64
43,3,21/08/2024,35
43,4,25/08/2024,65
43,5,31/08/2024,56
44,1,01/08/2024,58
44,2,06/08/2024,48
44,3,12/08/2024,51
44,4,15/08/2024,44
44,5,26/08/2024,94
44,6,28/08/2024,67
45,1,01/08/2024,41
45,2,14/08/2024,38
45,3,24/08/2024,57
45,4,25/08/2024,57
45,5,30/08/2024,45
46,1,08/08/2024,33
46,2,11/08/2024,58
46,3,14/08/2024,31
46,4,19/08/2024,53
46,5,20/08/2024,44
46,6,23/08/2024,43
46,7,25/08/2024,48
47,1,08/08/2024,61
47,2,13/08/2024,53
47,3,16/08/2024,40
47,4,24/08/2024,58
47,5,25/08/2024,27
47,6,30/08/2024,26
47,7,31/08/2024,24
48,1,02/08/2024,63
48,2,03/08/2024,69
48,3,08/08/2024,48
48,4,17/08/2024,24
48,5,24/08/2024,48
48,6,25/08/2024,44
49,1,03/08/2024,37
49,2,05/08/2024,41
49,3,10/08/2024,41
49,4,11/08/2024,41
49,5,17/08/2024,63
49,6,30/08/2024,57
50,1,05/08/2024,55
50,2,09/08/2024,56
50,3,11/08/2024,75
50,4,25/08/2024,67
50,5,26/08/2024,37
50,6,28/08/2024,78
51,1,06/08/2024,36
51,2,07/08/2024,44
51,3,24/08/2024,44
51,4,28/08/2024,59
51,5,30/08/2024,29
52,1,01/08/2024,49
52,2,15/08/2024,36
52,3,18/08/2024,41
52,4,19/08/2024,43
52,5,20/08/2024,61
52,6,31/08/2024,32
53,1,04/08/2024,58
53,2,07/08/2024,88
53,3,17/08/2024,52
53,4,18/08/2024,62
53,5,29/08/2024,25
53,6,30/08/2024,51
54,1,04/08/2024,54
54,2,08/08/2024,59
54,3,09/08/2024,59
54,4,12/08/2024,36
54,5,17/08/2024,42
54,6,19/08/2024,63
55,1,01/08/2024,48
55,2,03/08/2024,55
55,3,12/08/2024,57
55,4,14/08/2024,35
55,5,17/08/2024,57
55,6,29/08/2024,29
56,1,01/08/2024,30
56,2,05/08/2024,51
56,3,10/08/2024,17
56,4,16/08/2024,58
56,5,27/08/2024,26
57,1,01/08/2024,75
57,2,06/08/2024,46
57,3,09/08/2024,63
57,4,11/08/2024,75
57,5,18/08/2024,54
57,6,29/08/2024,57
58,1,02/08/2024,80
58,2,10/08/2024,60
58,3,11/08/2024,79
58,4,15/08/2024,67
58,5,16/08/2024,55
58,6,27/08/2024,58
59,1,03/08/2024,35
59,2,12/08/2024,48
59,3,13/08/2024,83
59,4,14/08/2024,24
59,5,17/08/2024,49
59,6,22/08/2024,42
59,7,28/08/2024,92
60,1,08/08/2024,60
60,2,11/08/2024,49
60,3,13/08/2024,73
60,4,23/08/2024,46
60,5,28/08/2024,48
60,6,29/08/2024,44
60,7,31/08/2024,44
61,1,05/08/2024,56
61,2,07/08/2024,32
61,3,12/08/2024,55
61,4,20/08/2024,32
61,5,26/08/2024,65
61,6,27/08/2024,53
62,1,01/08/2024,73
62,2,07/08/2024,50
62,3,09/08/2024,64
62,4,14/08/2024,41
62,5,17/08/2024,54
62,6,18/08/2024,49
62,7,27/08/2024,56
63,1,02/08/2024,60
63,2,03/08/2024,48
63,3,13/08/2024,57
63,4,25/08/2024,76
63,5,28/08/2024,50
63,6,29/08/2024,47
64,1,03/08/2024,59
64,2,08/08/2024,61
64,3,13/08/2024,49
64,4,17/08/2024,78
64,5,23/08/2024,30
64,6,25/08/2024,39
64,7,28/08/2024,49
65,1,07/08/2024,37
65,2,09/08/2024,37
65,3,14/08/2024,38
65,4,17/08/2024,45
65,5,22/08/2024,75
66,1,02/08/2024,55
66,2,09/08/2024,72
66,3,13/08/2024,40
66,4,20/08/2024,78
66,5,31/08/2024,41
67,1,02/08/2024,68
67,2,12/08/2024,20
67,3,15/08/2024,52
67,4,19/08/2024,56
67,5,20/08/2024,41
67,6,29/08/2024,40
67,7,31/08/2024,53
68,1,13/08/2024,47
68,2,16/08/2024,82
68,3,17/08/2024,33
68,4,28/08/2024,41
68,5,30/08/2024,47
69,1,07/08/2024,46
69,2,11/08/2024,56
69,3,15/08/2024,44
69,4,17/08/2024,55
69,5,19/08/2024,47
69,6,23/08/2024,30
69,7,28/08/2024,62
70,1,05/08/2024,43
70,2,06/08/2024,44
70,3,08/08/2024,36
70,4,19/08/2024,67
70,5,31/08/2024,46
71,1,15/08/2024,49
71,2,17/08/2024,49
71,3,20/08/2024,30
71,4,21/08/2024,55
71,5,22/08/2024,41
72,1,03/08/2024,46
72,2,05/08/2024,48
72,3,11/08/2024,52
72,4,16/08/2024,5
72,5,24/08/2024,25
73,1,01/08/2024,49
73,2,02/08/2024,38
73,3,04/08/2024,39
73,4,16/08/2024,62
73,5,19/08/2024,18
73,6,24/08/2024,61
74,1,01/08/2024,48
74,2,04/08/2024,37
74,3,08/08/2024,45
74,4,12/08/2024,52
74,5,14/08/2024,58
74,6,18/08/2024,51
74,7,31/08/2024,44
75,1,09/08/2024,20
75,2,21/08/2024,43
75,3,22/08/2024,75
75,4,29/08/2024,59
75,5,30/08/2024,27
76,1,01/08/2024,74
76,2,02/08/2024,58
76,3,06/08/2024,81
76,4,09/08/2024,34
76,5,21/08/2024,51
76,6,24/08/2024,63
76,7,29/08/2024,35
77,1,10/08/2024,59
77,2,20/08/2024,67
77,3,21/08/2024,63
77,4,26/08/2024,75
77,5,27/08/2024,49
77,6,28/08/2024,32
77,7,31/08/2024,49
78,1,09/08/2024,49
78,2,11/08/2024,26
78,3,21/08/2024,54
78,4,24/08/2024,50
78,5,28/08/2024,49
79,1,02/08/2024,57
79,2,03/08/2024,55
79,3,05/08/2024,80
79,4,07/08/2024,38
79,5,24/08/2024,29
79,6,25/08/2024,59
80,1,02/08/2024,46
80,2,07/08/2024,42
80,3,09/08/2024,46
80,4,23/08/2024,47
80,5,24/08/2024,37
80,6,27/08/2024,71
80,7,29/08/2024,43
81,1,05/08/2024,61
81,2,10/08/2024,67
81,3,17/08/2024,46
81,4,21/08/2024,51
81,5,29/08/2024,97
81,6,30/08/2024,27
81,7,31/08/2024,51
82,1,03/08/2024,79
82,2,05/08/2024,70
82,3,09/08/2024,68
82,4,13/08/2024,64
82,5,19/08/2024,74
82,6,24/08/2024,45
82,7,25/08/2024,56
83,1,04/08/2024,47
83,2,06/08/2024,61
83,3,08/08/2024,33
83,4,17/08/2024,41
83,5,18/08/2024,41
83,6,24/08/2024,53
83,7,25/08/2024,30
84,1,04/08/2024,72
84,2,06/08/2024,63
84,3,08/08/2024,41
84,4,13/08/2024,72
84,5,18/08/2024,32
84,6,29/08/2024,52
85,1,01/08/2024,63
85,2,03/08/2024,47
85,3,10/08/2024,40
85,4,12/08/2024,41
85,5,18/08/2024,49
86,1,03/08/2024,59
86,2,07/08/2024,77
86,3,10/08/2024,67
86,4,13/08/2024,53
86,5,15/08/2024,50
86,6,22/08/2024,56
86,7,27/08/2024,59
87,1,03/08/2024,31
87,2,05/08/2024,61
87,3,09/08/2024,23
87,4,12/08/2024,44
87,5,17/08/2024,50
87,6,29/08/2024,45
88,1,05/08/2024,31
88,2,12/08/2024,31
88,3,15/08/2024,74
88,4,23/08/2024,51
88,5,29/08/2024,43
88,6,30/08/2024,43
89,1,01/08/2024,36
89,2,02/08/2024,49
89,3,15/08/2024,29
89,4,25/08/2024,43
89,5,26/08/2024,41
89,6,28/08/2024,52
90,1,04/08/2024,40
90,2,06/08/2024,57
90,3,10/08/2024,52
90,4,22/08/2024,52
90,5,23/08/2024,47
90,6,30/08/2024,46
91,1,04/08/2024,49
91,2,09/08/2024,67
91,3,10/08/2024,46
91,4,14/08/2024,43
91,5,15/08/2024,31
91,6,24/08/2024,52
91,7,29/08/2024,57
92,1,06/08/2024,39
92,2,10/08/2024,31
92,3,12/08/2024,31
92,4,29/08/2024,46
92,5,30/08/2024,54
93,1,02/08/2024,64
93,2,04/08/2024,38
93,3,07/08/2024,78
93,4,18/08/2024,53
93,5,23/08/2024,46
94,1,05/08/2024,47
94,2,07/08/2024,58
94,3,17/08/2024,40
94,4,20/08/2024,69
94,5,26/08/2024,23
95,1,05/08/2024,66
95,2,10/08/2024,54
95,3,14/08/2024,50
95,4,23/08/2024,44
95,5,30/08/2024,66
96,1,08/08/2024,46
96,2,09/08/2024,48
96,3,19/08/2024,36
96,4,22/08/2024,60
96,5,25/08/2024,42
96,6,29/08/2024,50
96,7,31/08/2024,62
97,1,01/08/2024,54
97,2,08/08/2024,48
97,3,12/08/2024,35
97,4,14/08/2024,35
97,5,17/08/2024,67
97,6,25/08/2024,29
97,7,30/08/2024,40
98,1,04/08/2024,46
98,2,15/08/2024,38
98,3,17/08/2024,46
98,4,22/08/2024,68
98,5,27/08/2024,61
98,6,29/08/2024,58
99,1,02/08/2024,68
99,2,16/08/2024,36
99,3,18/08/2024,54
99,4,20/08/2024,69
99,5,21/08/2024,62
99,6,29/08/2024,38
100,1,07/08/2024,61
100,2,11/08/2024,41
100,3,16/08/2024,45
100,4,17/08/2024,44
100,5,22/08/2024,31
100,6,23/08/2024,55
100,7,25/08/2024,65
101,1,04/08/2024,36
101,2,07/08/2024,74
101,3,14/08/2024,57
101,4,15/08/2024,67
101,5,20/08/2024,77
101,6,25/08/2024,58
101,7,30/08/2024,50
102,1,03/08/2024,62
102,2,08/08/2024,63
102,3,11/08/2024,45
102,4,15/08/2024,50
102,5,26/08/2024,47
102,6,27/08/2024,37
102,7,30/08/2024,65
103,1,06/08/2024,55
103,2,09/08/2024,63
103,3,13/08/2024,63
103,4,16/08/2024,31
103,5,21/08/2024,65
103,6,23/08/2024,39
103,7,25/08/2024,55
104,1,15/08/2024,60
104,2,21/08/2024,74
104,3,22/08/2024,39
104,4,24/08/2024,58
104,5,25/08/2024,61
104,6,28/08/2024,54
104,7,29/08/2024,39
105,1,06/08/2024,30
105,2,14/08/2024,62
105,3,16/08/2024,45
105,4,23/08/2024,53
105,5,26/08/2024,66
106,1,04/08/2024,74
106,2,08/08/2024,53
106,3,09/08/2024,70
106,4,12/08/2024,53
106,5,13/08/2024,44
106,6,19/08/2024,68
106,7,21/08/2024,28
107,1,02/08/2024,51
107,2,03/08/2024,33
107,3,08/08/2024,67
107,4,12/08/2024,48
107,5,14/08/2024,66
107,6,25/08/2024,39
108,1,07/08/2024,51
108,2,19/08/2024,50
108,3,23/08/2024,20
108,4,26/08/2024,48
108,5,27/08/2024,67
108,6,30/08/2024,35
109,1,02/08/2024,33
109,2,07/08/2024,65
109,3,15/08/2024,42
109,4,23/08/2024,54
109,5,30/08/2024,66
110,1,02/08/2024,26
110,2,08/08/2024,54
110,3,11/08/2024,65
110,4,13/08/2024,42
110,5,26/08/2024,51
110,6,28/08/2024,68
110,7,31/08/2024,25
111,1,02/08/2024,50
111,2,08/08/2024,67
111,3,14/08/2024,35
111,4,16/08/2024,61
111,5,23/08/2024,44
111,6,27/08/2024,51
111,7,29/08/2024,59
112,1,01/08/2024,17
112,2,08/08/2024,42
112,3,10/08/2024,38
112,4,14/08/2024,26
112,5,15/08/2024,34
112,6,21/08/2024,51
113,1,04/08/2024,70
113,2,13/08/2024,26
113,3,17/08/2024,28
113,4,22/08/2024,60
113,5,24/08/2024,52
113,6,25/08/2024,44
113,7,28/08/2024,60
114,1,01/08/2024,39
114,2,05/08/2024,63
114,3,07/08/2024,72
114,4,09/08/2024,54
114,5,11/08/2024,61
114,6,26/08/2024,67
114,7,27/08/2024,55
115,1,11/08/2024,56
115,2,14/08/2024,60
115,3,15/08/2024,41
115,4,20/08/2024,60
115,5,24/08/2024,3
115,6,27/08/2024,50
115,7,31/08/2024,49
116,1,01/08/2024,47
116,2,06/08/2024,40
116,3,23/08/2024,61
116,4,25/08/2024,49
116,5,29/08/2024,75
117,1,01/08/2024,57
117,2,07/08/2024,35
117,3,08/08/2024,41
117,4,12/08/2024,33
117,5,19/08/2024,39
117,6,26/08/2024,52
117,7,29/08/2024,59
118,1,06/08/2024,49
118,2,10/08/2024,49
118,3,11/08/2024,59
118,4,21/08/2024,50
118,5,25/08/2024,69
119,1,04/08/2024,78
119,2,09/08/2024,44
119,3,14/08/2024,18
119,4,18/08/2024,52
119,5,27/08/2024,71
120,1,03/08/2024,59
120,2,10/08/2024,42
120,3,12/08/2024,62
120,4,22/08/2024,45
120,5,26/08/2024,44
120,6,30/08/2024,54
121,1,11/08/2024,33
121,2,19/08/2024,59
121,3,22/08/2024,73
121,4,25/08/2024,58
121,5,27/08/2024,39
121,6,29/08/2024,44
122,1,03/08/2024,29
122,2,07/08/2024,54
122,3,19/08/2024,44
122,4,22/08/2024,40
122,5,23/08/2024,23
123,1,08/08/2024,32
123,2,13/08/2024,37
123,3,19/08/2024,60
123,4,23/08/2024,48
123,5,24/08/2024,53
123,6,27/08/2024,41
124,1,09/08/2024,49
124,2,11/08/2024,27
124,3,12/08/2024,79
124,4,14/08/2024,30
124,5,19/08/2024,42
124,6,24/08/2024,30
124,7,25/08/2024,51
125,1,01/08/2024,48
125,2,10/08/2024,13
125,3,12/08/2024,53
125,4,17/08/2024,62
125,5,29/08/2024,44
125,6,30/08/2024,42
126,1,16/08/2024,21
126,2,19/08/2024,51
126,3,20/08/2024,73
126,4,26/08/2024,42
126,5,28/08/2024,51
126,6,30/08/2024,76
127,1,06/08/2024,40
127,2,16/08/2024,44
127,3,17/08/2024,55
127,4,19/08/2024,48
127,5,25/08/2024,53
127,6,26/08/2024,55
127,7,31/08/2024,63
128,1,01/08/2024,83
128,2,02/08/2024,38
128,3,06/08/2024,44
128,4,07/08/2024,46
128,5,25/08/2024,61
128,6,26/08/2024,33
129,1,03/08/2024,73
129,2,11/08/2024,58
129,3,14/08/2024,38
129,4,15/08/2024,48
129,5,22/08/2024,38
129,6,26/08/2024,35
129,7,31/08/2024,63
130,1,08/08/2024,30
130,2,11/08/2024,59
130,3,15/08/2024,30
130,4,26/08/2024,59
130,5,29/08/2024,52
131,1,11/08/2024,59
131,2,12/08/2024,33
131,3,24/08/2024,52
131,4,28/08/2024,54
131,5,31/08/2024,55
132,1,07/08/2024,44
132,2,14/08/2024,49
132,3,17/08/2024,57
132,4,22/08/2024,23
132,5,27/08/2024,38
132,6,29/08/2024,34
132,7,30/08/2024,40
133,1,08/08/2024,50
133,2,10/08/2024,38
133,3,13/08/2024,50
133,4,19/08/2024,56
133,5,22/08/2024,44
134,1,02/08/2024,31
134,2,22/08/2024,78
134,3,23/08/2024,66
134,4,24/08/2024,82
134,5,25/08/2024,39
135,1,02/08/2024,52
135,2,04/08/2024,43
135,3,05/08/2024,34
135,4,16/08/2024,58
135,5,28/08/2024,47
135,6,31/08/2024,49
136,1,05/08/2024,64
136,2,07/08/2024,64
136,3,18/08/2024,32
136,4,19/08/2024,40
136,5,21/08/2024,82
136,6,22/08/2024,65
136,7,27/08/2024,43
137,1,03/08/2024,28
137,2,10/08/2024,43
137,3,12/08/2024,40
137,4,13/08/2024,74
137,5,19/08/2024,68
138,1,02/08/2024,51
138,2,05/08/2024,45
138,3,13/08/2024,64
138,4,18/08/2024,57
138,5,22/08/2024,67
138,6,24/08/2024,39
138,7,25/08/2024,41
139,1,02/08/2024,52
139,2,03/08/2024,41
139,3,05/08/2024,42
139,4,15/08/2024,75
139,5,18/08/2024,52
140,1,10/08/2024,57
140,2,12/08/2024,45
140,3,14/08/2024,39
140,4,20/08/2024,57
140,5,27/08/2024,47
140,6,28/08/2024,37
141,1,12/08/2024,69
141,2,14/08/2024,30
141,3,16/08/2024,51
141,4,22/08/2024,50
141,5,28/08/2024,36
141,6,30/08/2024,44
142,1,10/08/2024,61
142,2,16/08/2024,51
142,3,20/08/2024,36
142,4,25/08/2024,32
142,5,27/08/2024,39
143,1,07/08/2024,43
143,2,14/08/2024,56
143,3,23/08/2024,63
143,4,26/08/2024,58
143,5,29/08/2024,55
144,1,07/08/2024,60
144,2,09/08/2024,83
144,3,24/08/2024,22
144,4,25/08/2024,45
144,5,26/08/2024,28
144,6,28/08/2024,64
144,7,31/08/2024,31
145,1,01/08/2024,33
145,2,06/08/2024,33
145,3,07/08/2024,45
145,4,09/08/2024,46
145,5,20/08/2024,56
145,6,24/08/2024,64
145,7,28/08/2024,53
146,1,14/08/2024,62
146,2,15/08/2024,63
146,3,17/08/2024,55
146,4,19/08/2024,44
146,5,22/08/2024,56
146,6,27/08/2024,54
147,1,05/08/2024,50
147,2,15/08/2024,78
147,3,20/08/2024,25
147,4,23/08/2024,40
147,5,26/08/2024,47
147,6,31/08/2024,55
148,1,05/08/2024,48
148,2,06/08/2024,42
148,3,11/08/2024,43
148,4,18/08/2024,69
148,5,22/08/2024,69
148,6,28/08/2024,51
149,1,09/08/2024,52
149,2,12/08/2024,29
149,3,20/08/2024,63
149,4,25/08/2024,42
149,5,26/08/2024,42
150,1,06/08/2024,35
150,2,10/08/2024,64
150,3,13/08/2024,58
150,4,24/08/2024,58
150,5,25/08/2024,47
150,6,29/08/2024,41
150,7,31/08/2024,68
151,1,12/08/2024,34
151,2,18/08/2024,43
151,3,19/08/2024,42
151,4,23/08/2024,68
151,5,25/08/2024,71
151,6,29/08/2024,41
152,1,04/08/2024,58
152,2,05/08/2024,42
152,3,08/08/2024,51
152,4,10/08/2024,40
152,5,18/08/2024,34
152,6,21/08/2024,53
152,7,31/08/2024,65
153,1,10/08/2024,70
153,2,17/08/2024,32
153,3,20/08/2024,56
153,4,22/08/2024,29
153,5,26/08/2024,46
154,1,02/08/2024,32
154,2,06/08/2024,45
154,3,14/08/2024,62
154,4,16/08/2024,57
154,5,20/08/2024,66
154,6,21/08/2024,67
154,7,31/08/2024,45
155,1,07/08/2024,64
155,2,13/08/2024,53
155,3,20/08/2024,14
155,4,27/08/2024,24
155,5,28/08/2024,59
156,1,06/08/2024,40
156,2,08/08/2024,19
156,3,09/08/2024,35
156,4,10/08/2024,63
156,5,11/08/2024,58
156,6,12/08/2024,35
156,7,22/08/2024,47
157,1,02/08/2024,78
157,2,05/08/2024,38
157,3,14/08/2024,55
157,4,17/08/2024,34
157,5,18/08/2024,48
157,6,19/08/2024,53
157,7,27/08/2024,24
158,1,10/08/2024,65
158,2,12/08/2024,50
158,3,26/08/2024,49
158,4,27/08/2024,59
158,5,30/08/2024,78
159,1,06/08/2024,38
159,2,07/08/2024,40
159,3,09/08/2024,57
159,4,15/08/2024,44
159,5,25/08/2024,28
159,6,26/08/2024,73
159,7,29/08/2024,51
160,1,03/08/2024,41
160,2,05/08/2024,62
160,3,07/08/2024,54
160,4,11/08/2024,89
160,5,23/08/2024,40
160,6,30/08/2024,67
161,1,15/08/2024,52
161,2,20/08/2024,64
161,3,22/08/2024,64
161,4,25/08/2024,41
161,5,28/08/2024,62
162,1,02/08/2024,55
162,2,04/08/2024,41
162,3,06/08/2024,54
162,4,21/08/2024,45
162,5,30/08/2024,48
163,1,04/08/2024,41
163,2,09/08/2024,44
163,3,11/08/2024,57
163,4,14/08/2024,66
163,5,22/08/2024,48
163,6,30/08/2024,30
164,1,03/08/2024,58
164,2,12/08/2024,46
164,3,18/08/2024,53
164,4,23/08/2024,64
164,5,27/08/2024,48
165,1,04/08/2024,21
165,2,08/08/2024,37
165,3,12/08/2024,53
165,4,19/08/2024,59
165,5,20/08/2024,35
165,6,31/08/2024,41
166,1,07/08/2024,51
166,2,08/08/2024,24
166,3,15/08/2024,42
166,4,17/08/2024,61
166,5,27/08/2024,68
166,6,29/08/2024,20
166,7,31/08/2024,61
167,1,03/08/2024,27
167,2,05/08/2024,47
167,3,15/08/2024,62
167,4,22/08/2024,25
167,5,30/08/2024,53
168,1,02/08/2024,39
168,2,05/08/2024,52
168,3,10/08/2024,45
168,4,19/08/2024,66
168,5,26/08/2024,69
169,1,08/08/2024,64
169,2,12/08/2024,46
169,3,14/08/2024,71
169,4,27/08/2024,23
169,5,30/08/2024,76
170,1,07/08/2024,54
170,2,17/08/2024,57
170,3,22/08/2024,38
170,4,27/08/2024,38
170,5,28/08/2024,42
171,1,18/08/2024,84
171,2,24/08/2024,44
171,3,25/08/2024,72
171,4,27/08/2024,40
171,5,28/08/2024,43
172,1,03/08/2024,57
172,2,05/08/2024,44
172,3,08/08/2024,31
172,4,09/08/2024,34
172,5,22/08/2024,49
173,1,04/08/2024,46
173,2,14/08/2024,54
173,3,20/08/2024,50
173,4,27/08/2024,45
173,5,28/08/2024,27
174,1,04/08/2024,61
174,2,16/08/2024,35
174,3,19/08/2024,47
174,4,24/08/2024,42
174,5,26/08/2024,53
174,6,28/08/2024,54
174,7,31/08/2024,58
175,1,03/08/2024,72
175,2,04/08/2024,31
175,3,05/08/2024,65
175,4,07/08/2024,68
175,5,08/08/2024,41
175,6,09/08/2024,73
175,7,21/08/2024,74
176,1,01/08/2024,55
176,2,07/08/2024,33
176,3,15/08/2024,49
176,4,27/08/2024,50
176,5,28/08/2024,25
176,6,29/08/2024,24
176,7,31/08/2024,59
177,1,09/08/2024,58
177,2,13/08/2024,77
177,3,20/08/2024,49
177,4,23/08/2024,44
177,5,30/08/2024,27
178,1,03/08/2024,46
178,2,05/08/2024,70
178,3,14/08/2024,17
