PRODUCT_ID,DATE,FORECASTED_SALES
13,2024-08-22,145
13,2024-08-23,114
13,2024-08-24,199
13,2024-08-25,103
13,2024-08-26,143
13,2024-08-27,198
13,2024-08-28,112
13,2024-08-29,8
13,2024-08-30,100
13,2024-08-31,59
14,2024-08-01,9
14,2024-08-02,69
14,2024-08-03,78
14,2024-08-04,172
14,2024-08-05,137
14,2024-08-06,96
14,2024-08-07,196
14,2024-08-08,23
14,2024-08-09,175
14,2024-08-10,76
14,2024-08-11,21
14,2024-08-12,168
14,2024-08-13,118
14,2024-08-14,173
14,2024-08-15,95
14,2024-08-16,66
14,2024-08-17,151
14,2024-08-18,46
14,2024-08-19,39
14,2024-08-20,61
14,2024-08-21,191
14,2024-08-22,32
14,2024-08-23,41
14,2024-08-24,38
14,2024-08-25,56
14,2024-08-26,173
14,2024-08-27,31
14,2024-08-28,47
14,2024-08-29,91
14,2024-08-30,188
14,2024-08-31,199
15,2024-08-01,41
15,2024-08-02,135
15,2024-08-03,58
15,2024-08-04,47
15,2024-08-05,121
15,2024-08-06,142
15,2024-08-07,149
15,2024-08-08,174
15,2024-08-09,100
15,2024-08-10,19
15,2024-08-11,104
15,2024-08-12,192
15,2024-08-13,34
15,2024-08-14,152
15,2024-08-15,121
15,2024-08-16,105
15,2024-08-17,123
15,2024-08-18,148
15,2024-08-19,87
15,2024-08-20,187
15,2024-08-21,59
15,2024-08-22,123
15,2024-08-23,79
15,2024-08-24,116
15,2024-08-25,121
15,2024-08-26,77
15,2024-08-27,127
15,2024-08-28,15
15,2024-08-29,189
15,2024-08-30,69
15,2024-08-31,116
16,2024-08-01,145
16,2024-08-02,111
16,2024-08-03,37
16,2024-08-04,9
16,2024-08-05,184
16,2024-08-06,75
16,2024-08-07,180
16,2024-08-08,140
16,2024-08-09,72
16,2024-08-10,147
16,2024-08-11,77
16,2024-08-12,131
16,2024-08-13,32
16,2024-08-14,160
16,2024-08-15,63
16,2024-08-16,54
16,2024-08-17,156
16,2024-08-18,72
16,2024-08-19,131
16,2024-08-20,143
16,2024-08-21,36
16,2024-08-22,103
16,2024-08-23,17
16,2024-08-24,75
16,2024-08-25,198
16,2024-08-26,46
16,2024-08-27,150
16,2024-08-28,15
16,2024-08-29,100
16,2024-08-30,182
16,2024-08-31,10
17,2024-08-01,12
17,2024-08-02,25
17,2024-08-03,183
17,2024-08-04,193
17,2024-08-05,35
17,2024-08-06,105
17,2024-08-07,106
17,2024-08-08,190
17,2024-08-09,69
17,2024-08-10,23
17,2024-08-11,163
17,2024-08-12,183
17,2024-08-13,27
17,2024-08-14,137
17,2024-08-15,15
17,2024-08-16,113
17,2024-08-17,33
17,2024-08-18,114
17,2024-08-19,107
17,2024-08-20,189
17,2024-08-21,126
17,2024-08-22,21
17,2024-08-23,18
17,2024-08-24,84
17,2024-08-25,81
17,2024-08-26,19
17,2024-08-27,151
17,2024-08-28,66
17,2024-08-29,23
17,2024-08-30,94
17,2024-08-31,75
18,2024-08-01,146
18,2024-08-02,76
18,2024-08-03,45
18,2024-08-04,9
18,2024-08-05,60
18,2024-08-06,43
18,2024-08-07,32
18,2024-08-08,171
18,2024-08-09,112
18,2024-08-10,20
18,2024-08-11,71
18,2024-08-12,17
18,2024-08-13,93
18,2024-08-14,49
18,2024-08-15,71
18,2024-08-16,165
18,2024-08-17,79
18,2024-08-18,32
18,2024-08-19,147
18,2024-08-20,72
18,2024-08-21,104
18,2024-08-22,6
18,2024-08-23,194
18,2024-08-24,156
18,2024-08-25,44
18,2024-08-26,32
18,2024-08-27,91
18,2024-08-28,129
18,2024-08-29,84
18,2024-08-30,10
18,2024-08-31,81
19,2024-08-01,130
19,2024-08-02,96
19,2024-08-03,185
19,2024-08-04,192
19,2024-08-05,108
19,2024-08-06,185
19,2024-08-07,24
19,2024-08-08,9
19,2024-08-09,191
19,2024-08-10,88
19,2024-08-11,118
19,2024-08-12,19
19,2024-08-13,197
19,2024-08-14,46
19,2024-08-15,178
19,2024-08-16,196
19,2024-08-17,11
19,2024-08-18,71
19,2024-08-19,71
19,2024-08-20,163
19,2024-08-21,132
19,2024-08-22,123
19,2024-08-23,154
19,2024-08-24,42
19,2024-08-25,28
19,2024-08-26,12
19,2024-08-27,19
19,2024-08-28,103
19,2024-08-29,185
19,2024-08-30,28
19,2024-08-31,23
20,2024-08-01,149
20,2024-08-02,13
20,2024-08-03,95
20,2024-08-04,39
20,2024-08-05,142
20,2024-08-06,107
20,2024-08-07,35
20,2024-08-08,25
20,2024-08-09,155
20,2024-08-10,177
20,2024-08-11,92
20,2024-08-12,37
20,2024-08-13,175
20,2024-08-14,35
20,2024-08-15,52
20,2024-08-16,22
20,2024-08-17,133
20,2024-08-18,110
20,2024-08-19,120
20,2024-08-20,190
20,2024-08-21,9
20,2024-08-22,35
20,2024-08-23,55
20,2024-08-24,81
20,2024-08-25,109
20,2024-08-26,51
20,2024-08-27,180
20,2024-08-28,168
20,2024-08-29,27
20,2024-08-30,195
20,2024-08-31,63
21,2024-08-01,15
21,2024-08-02,20
21,2024-08-03,132
21,2024-08-04,168
21,2024-08-05,123
21,2024-08-06,56
21,2024-08-07,62
21,2024-08-08,113
21,2024-08-09,98
21,2024-08-10,160
21,2024-08-11,182
21,2024-08-12,170
21,2024-08-13,96
21,2024-08-14,124
21,2024-08-15,82
21,2024-08-16,37
21,2024-08-17,18
21,2024-08-18,84
21,2024-08-19,191
21,2024-08-20,56
21,2024-08-21,142
21,2024-08-22,142
21,2024-08-23,67
21,2024-08-24,35
21,2024-08-25,54
21,2024-08-26,88
21,2024-08-27,102
21,2024-08-28,192
21,2024-08-29,153
21,2024-08-30,137
21,2024-08-31,177
22,2024-08-01,137
22,2024-08-02,5
22,2024-08-03,59
22,2024-08-04,54
22,2024-08-05,190
22,2024-08-06,6
22,2024-08-07,83
22,2024-08-08,22
22,2024-08-09,111
22,2024-08-10,107
22,2024-08-11,67
22,2024-08-12,71
22,2024-08-13,153
22,2024-08-14,19
22,2024-08-15,53
22,2024-08-16,160
22,2024-08-17,30
22,2024-08-18,163
22,2024-08-19,81
22,2024-08-20,198
22,2024-08-21,87
22,2024-08-22,32
22,2024-08-23,67
22,2024-08-24,105
22,2024-08-25,195
22,2024-08-26,39
22,2024-08-27,111
22,2024-08-28,185
22,2024-08-29,157
22,2024-08-30,19
22,2024-08-31,185
23,2024-08-01,97
23,2024-08-02,37
23,2024-08-03,158
23,2024-08-04,180
23,2024-08-05,125
23,2024-08-06,53
23,2024-08-07,66
23,2024-08-08,142
23,2024-08-09,142
23,2024-08-10,101
23,2024-08-11,102
23,2024-08-12,82
23,2024-08-13,88
23,2024-08-14,128
23,2024-08-15,55
23,2024-08-16,91
23,2024-08-17,151
23,2024-08-18,174
23,2024-08-19,17
23,2024-08-20,144
23,2024-08-21,148
23,2024-08-22,134
23,2024-08-23,160
23,2024-08-24,167
23,2024-08-25,166
23,2024-08-26,148
23,2024-08-27,162
23,2024-08-28,99
23,2024-08-29,22
23,2024-08-30,174
23,2024-08-31,20
24,2024-08-01,183
24,2024-08-02,46
24,2024-08-03,96
24,2024-08-04,171
24,2024-08-05,111
24,2024-08-06,11
24,2024-08-07,92
24,2024-08-08,185
24,2024-08-09,12
24,2024-08-10,66
24,2024-08-11,58
24,2024-08-12,178
24,2024-08-13,189
24,2024-08-14,44
24,2024-08-15,43
24,2024-08-16,5
24,2024-08-17,111
24,2024-08-18,134
24,2024-08-19,59
24,2024-08-20,79
24,2024-08-21,141
24,2024-08-22,31
24,2024-08-23,20
24,2024-08-24,85
24,2024-08-25,93
24,2024-08-26,87
24,2024-08-27,144
24,2024-08-28,91
24,2024-08-29,87
24,2024-08-30,26
24,2024-08-31,158
25,2024-08-01,131
25,2024-08-02,89
25,2024-08-03,11
25,2024-08-04,154
25,2024-08-05,192
25,2024-08-06,164
25,2024-08-07,76
25,2024-08-08,155
25,2024-08-09,30
25,2024-08-10,123
25,2024-08-11,162
25,2024-08-12,124
25,2024-08-13,11
25,2024-08-14,189
25,2024-08-15,17
25,2024-08-16,53
25,2024-08-17,70
25,2024-08-18,72
25,2024-08-19,149
25,2024-08-20,131
25,2024-08-21,89
25,2024-08-22,158
25,2024-08-23,106
25,2024-08-24,188
25,2024-08-25,34
25,2024-08-26,8
25,2024-08-27,173
25,2024-08-28,164
25,2024-08-29,76
25,2024-08-30,180
25,2024-08-31,127
26,2024-08-01,133
26,2024-08-02,197
26,2024-08-03,45
26,2024-08-04,38
26,2024-08-05,149
26,2024-08-06,115
26,2024-08-07,198
26,2024-08-08,166
26,2024-08-09,181
26,2024-08-10,64
26,2024-08-11,172
26,2024-08-12,21
26,2024-08-13,152
26,2024-08-14,53
26,2024-08-15,155
26,2024-08-16,194
26,2024-08-17,7
26,2024-08-18,191
26,2024-08-19,125
26,2024-08-20,166
26,2024-08-21,121
26,2024-08-22,160
26,2024-08-23,124
26,2024-08-24,86
26,2024-08-25,11
26,2024-08-26,149
26,2024-08-27,20
26,2024-08-28,114
26,2024-08-29,97
26,2024-08-30,103
26,2024-08-31,111
27,2024-08-01,97
27,2024-08-02,149
27,2024-08-03,90
27,2024-08-04,36
27,2024-08-05,175
27,2024-08-06,19
27,2024-08-07,51
27,2024-08-08,5
27,2024-08-09,91
27,2024-08-10,57
27,2024-08-11,24
27,2024-08-12,95
27,2024-08-13,26
27,2024-08-14,6
27,2024-08-15,6
27,2024-08-16,173
27,2024-08-17,18
27,2024-08-18,134
27,2024-08-19,113
27,2024-08-20,12
27,2024-08-21,161
27,2024-08-22,34
27,2024-08-23,5
27,2024-08-24,25
27,2024-08-25,123
27,2024-08-26,17
27,2024-08-27,172
27,2024-08-28,35
27,2024-08-29,85
27,2024-08-30,94
27,2024-08-31,76
28,2024-08-01,73
28,2024-08-02,56
28,2024-08-03,92
28,2024-08-04,30
28,2024-08-05,84
28,2024-08-06,152
28,2024-08-07,17
28,2024-08-08,163
28,2024-08-09,83
28,2024-08-10,113
28,2024-08-11,111
28,2024-08-12,193
28,2024-08-13,81
28,2024-08-14,132
28,2024-08-15,54
28,2024-08-16,8
28,2024-08-17,149
28,2024-08-18,109
28,2024-08-19,161
28,2024-08-20,121
28,2024-08-21,102
28,2024-08-22,91
28,2024-08-23,79
28,2024-08-24,54
28,2024-08-25,13
28,2024-08-26,178
28,2024-08-27,20
28,2024-08-28,80
28,2024-08-29,36
28,2024-08-30,180
28,2024-08-31,36
29,2024-08-01,117
29,2024-08-02,155
29,2024-08-03,190
29,2024-08-04,198
29,2024-08-05,62
29,2024-08-06,89
29,2024-08-07,18
29,2024-08-08,170
29,2024-08-09,128
29,2024-08-10,173
29,2024-08-11,185
29,2024-08-12,139
29,2024-08-13,49
29,2024-08-14,11
29,2024-08-15,111
29,2024-08-16,93
29,2024-08-17,187
29,2024-08-18,135
29,2024-08-19,25
29,2024-08-20,74
29,2024-08-21,36
29,2024-08-22,181
29,2024-08-23,87
29,2024-08-24,78
29,2024-08-25,53
29,2024-08-26,48
29,2024-08-27,160
29,2024-08-28,39
29,2024-08-29,148
29,2024-08-30,13
29,2024-08-31,175
30,2024-08-01,167
30,2024-08-02,132
30,2024-08-03,92
30,2024-08-04,163
30,2024-08-05,178
30,2024-08-06,137
30,2024-08-07,82
30,2024-08-08,33
30,2024-08-09,66
30,2024-08-10,123
30,2024-08-11,86
30,2024-08-12,186
30,2024-08-13,133
30,2024-08-14,22
30,2024-08-15,73
30,2024-08-16,170
30,2024-08-17,22
30,2024-08-18,28
30,2024-08-19,113
30,2024-08-20,148
30,2024-08-21,34
30,2024-08-22,141
30,2024-08-23,14
30,2024-08-24,44
30,2024-08-25,75
30,2024-08-26,99
30,2024-08-27,62
30,2024-08-28,174
30,2024-08-29,83
30,2024-08-30,176
30,2024-08-31,49
31,2024-08-01,107
31,2024-08-02,41
31,2024-08-03,21
31,2024-08-04,19
31,2024-08-05,190
31,2024-08-06,5
31,2024-08-07,86
31,2024-08-08,185
31,2024-08-09,169
31,2024-08-10,147
31,2024-08-11,115
31,2024-08-12,20
31,2024-08-13,126
31,2024-08-14,81
31,2024-08-15,7
31,2024-08-16,180
31,2024-08-17,128
31,2024-08-18,151
31,2024-08-19,97
31,2024-08-20,45
31,2024-08-21,105
31,2024-08-22,77
31,2024-08-23,9
31,2024-08-24,161
31,2024-08-25,93
31,2024-08-26,21
31,2024-08-27,78
31,2024-08-28,45
31,2024-08-29,21
31,2024-08-30,37
31,2024-08-31,160
32,2024-08-01,42
32,2024-08-02,80
32,2024-08-03,130
32,2024-08-04,25
32,2024-08-05,74
32,2024-08-06,11
32,2024-08-07,197
32,2024-08-08,24
32,2024-08-09,100
32,2024-08-10,56
32,2024-08-11,128
32,2024-08-12,144
32,2024-08-13,17
32,2024-08-14,26
32,2024-08-15,200
32,2024-08-16,94
32,2024-08-17,92
32,2024-08-18,165
32,2024-08-19,121
32,2024-08-20,86
32,2024-08-21,104
32,2024-08-22,180
32,2024-08-23,110
32,2024-08-24,77
32,2024-08-25,60
32,2024-08-26,32
32,2024-08-27,41
32,2024-08-28,26
32,2024-08-29,30
32,2024-08-30,65
32,2024-08-31,10
33,2024-08-01,116
33,2024-08-02,109
33,2024-08-03,14
33,2024-08-04,195
33,2024-08-05,151
33,2024-08-06,75
33,2024-08-07,105
33,2024-08-08,94
33,2024-08-09,184
33,2024-08-10,94
33,2024-08-11,30
33,2024-08-12,108
33,2024-08-13,172
33,2024-08-14,200
33,2024-08-15,98
33,2024-08-16,41
33,2024-08-17,110
33,2024-08-18,158
33,2024-08-19,106
33,2024-08-20,189
33,2024-08-21,128
33,2024-08-22,14
33,2024-08-23,131
33,2024-08-24,51
33,2024-08-25,171
33,2024-08-26,7
33,2024-08-27,51
33,2024-08-28,182
33,2024-08-29,75
33,2024-08-30,88
33,2024-08-31,119
34,2024-08-01,23
34,2024-08-02,161
34,2024-08-03,108
34,2024-08-04,62
34,2024-08-05,41
34,2024-08-06,146
34,2024-08-07,71
34,2024-08-08,97
34,2024-08-09,126
34,2024-08-10,146
34,2024-08-11,23
34,2024-08-12,167
34,2024-08-13,159
34,2024-08-14,49
34,2024-08-15,128
34,2024-08-16,126
34,2024-08-17,20
34,2024-08-18,57
34,2024-08-19,82
34,2024-08-20,117
34,2024-08-21,14
34,2024-08-22,73
34,2024-08-23,184
34,2024-08-24,97
34,2024-08-25,7
34,2024-08-26,15
34,2024-08-27,141
34,2024-08-28,152
34,2024-08-29,106
34,2024-08-30,130
34,2024-08-31,63
35,2024-08-01,10
35,2024-08-02,68
35,2024-08-03,113
35,2024-08-04,122
35,2024-08-05,15
35,2024-08-06,123
35,2024-08-07,144
35,2024-08-08,194
35,2024-08-09,78
35,2024-08-10,81
35,2024-08-11,13
35,2024-08-12,40
35,2024-08-13,41
35,2024-08-14,72
35,2024-08-15,160
35,2024-08-16,200
35,2024-08-17,36
35,2024-08-18,149
35,2024-08-19,7
35,2024-08-20,139
35,2024-08-21,72
35,2024-08-22,164
35,2024-08-23,15
35,2024-08-24,55
35,2024-08-25,32
35,2024-08-26,172
35,2024-08-27,66
35,2024-08-28,5
35,2024-08-29,199
35,2024-08-30,124
35,2024-08-31,62
36,2024-08-01,185
36,2024-08-02,101
36,2024-08-03,133
36,2024-08-04,177
36,2024-08-05,150
36,2024-08-06,6
36,2024-08-07,21
36,2024-08-08,157
36,2024-08-09,87
36,2024-08-10,143
36,2024-08-11,152
36,2024-08-12,200
36,2024-08-13,37
36,2024-08-14,162
36,2024-08-15,114
36,2024-08-16,186
36,2024-08-17,103
36,2024-08-18,77
36,2024-08-19,149
36,2024-08-20,148
36,2024-08-21,58
36,2024-08-22,129
36,2024-08-23,53
36,2024-08-24,53
36,2024-08-25,49
36,2024-08-26,198
36,2024-08-27,145
36,2024-08-28,17
36,2024-08-29,100
36,2024-08-30,197
36,2024-08-31,118
37,2024-08-01,121
37,2024-08-02,17
37,2024-08-03,39
37,2024-08-04,51
37,2024-08-05,133
37,2024-08-06,136
37,2024-08-07,140
37,2024-08-08,77
37,2024-08-09,48
37,2024-08-10,114
37,2024-08-11,101
37,2024-08-12,174
37,2024-08-13,184
37,2024-08-14,40
37,2024-08-15,116
37,2024-08-16,90
37,2024-08-17,139
37,2024-08-18,114
37,2024-08-19,112
37,2024-08-20,62
37,2024-08-21,189
37,2024-08-22,92
37,2024-08-23,140
37,2024-08-24,127
37,2024-08-25,168
37,2024-08-26,138
37,2024-08-27,183
37,2024-08-28,111
37,2024-08-29,22
37,2024-08-30,122
37,2024-08-31,127
38,2024-08-01,154
38,2024-08-02,85
38,2024-08-03,172
38,2024-08-04,37
38,2024-08-05,199
38,2024-08-06,200
38,2024-08-07,50
38,2024-08-08,131
38,2024-08-09,38
38,2024-08-10,96
38,2024-08-11,13
38,2024-08-12,140
38,2024-08-13,154
38,2024-08-14,100
38,2024-08-15,81
38,2024-08-16,137
38,2024-08-17,44
38,2024-08-18,39
38,2024-08-19,63
38,2024-08-20,153
38,2024-08-21,170
38,2024-08-22,138
38,2024-08-23,53
38,2024-08-24,182
38,2024-08-25,152
38,2024-08-26,81
38,2024-08-27,199
38,2024-08-28,155
38,2024-08-29,169
38,2024-08-30,18
38,2024-08-31,34
39,2024-08-01,140
39,2024-08-02,101
39,2024-08-03,160
39,2024-08-04,198
39,2024-08-05,59
39,2024-08-06,137
39,2024-08-07,122
39,2024-08-08,109
39,2024-08-09,136
39,2024-08-10,195
39,2024-08-11,126
39,2024-08-12,69
39,2024-08-13,180
39,2024-08-14,28
39,2024-08-15,109
39,2024-08-16,39
39,2024-08-17,100
39,2024-08-18,86
39,2024-08-19,128
39,2024-08-20,164
39,2024-08-21,65
39,2024-08-22,102
39,2024-08-23,116
39,2024-08-24,42
39,2024-08-25,44
39,2024-08-26,87
39,2024-08-27,185
39,2024-08-28,46
39,2024-08-29,10
39,2024-08-30,177
39,2024-08-31,154
40,2024-08-01,144
40,2024-08-02,144
40,2024-08-03,164
40,2024-08-04,42
40,2024-08-05,124
40,2024-08-06,39
40,2024-08-07,141
40,2024-08-08,83
40,2024-08-09,108
40,2024-08-10,191
40,2024-08-11,60
40,2024-08-12,181
40,2024-08-13,99
40,2024-08-14,8
40,2024-08-15,113
40,2024-08-16,165
40,2024-08-17,171
40,2024-08-18,135
40,2024-08-19,151
40,2024-08-20,108
40,2024-08-21,152
40,2024-08-22,20
40,2024-08-23,158
40,2024-08-24,33
40,2024-08-25,163
40,2024-08-26,63
40,2024-08-27,121
40,2024-08-28,18
40,2024-08-29,127
40,2024-08-30,191
40,2024-08-31,18
41,2024-08-01,46
41,2024-08-02,70
41,2024-08-03,41
41,2024-08-04,200
41,2024-08-05,73
41,2024-08-06,133
41,2024-08-07,132
41,2024-08-08,140
41,2024-08-09,24
41,2024-08-10,166
41,2024-08-11,104
41,2024-08-12,33
41,2024-08-13,126
41,2024-08-14,52
41,2024-08-15,130
41,2024-08-16,122
41,2024-08-17,118
41,2024-08-18,179
41,2024-08-19,62
41,2024-08-20,120
41,2024-08-21,113
41,2024-08-22,66
41,2024-08-23,44
41,2024-08-24,83
41,2024-08-25,92
41,2024-08-26,99
41,2024-08-27,81
41,2024-08-28,192
