PRODUCT_ID,DAYS FORWARD COVERAGE
783,29.29
784,5.61
785,2.97
786,2.29
787,16.94
788,3.87
789,2.8
790,31.0
791,2.9
792,2.87
793,3.74
794,10.39
795,2.19
796,3.04
797,7.11
798,5.0
799,3.68
800,15.32
801,4.3
802,6.79
803,10.26
804,2.98
805,7.48
806,4.95
807,8.09
808,4.18
809,3.39
810,31.0
811,31.0
812,8.42
813,31.0
814,14.68
815,6.06
816,2.73
817,10.81
818,15.73
819,7.64
820,24.94
821,6.43
822,2.66
823,5.55
824,2.3
825,31.0
826,5.9
827,3.58
828,2.94
829,13.92
830,3.39
831,8.74
832,20.31
833,3.78
834,3.73
835,16.78
836,22.41
837,7.52
838,29.67
839,4.02
840,4.82
841,7.93
842,13.81
843,4.48
844,4.8
845,2.06
846,8.53
847,4.85
848,31.0
849,1.98
850,3.85
851,8.73
852,6.48
853,8.04
854,7.29
855,3.6
856,4.64
857,7.06
858,7.84
859,20.0
860,23.88
861,2.8
862,2.59
863,3.26
864,2.71
865,3.21
866,5.64
867,17.47
868,4.7
869,1.81
870,3.3
871,2.56
872,2.64
873,5.7
874,31.0
875,3.45
876,9.1
877,3.24
878,3.37
879,7.37
880,28.23
881,8.81
882,16.72
883,1.58
884,6.85
885,4.42
886,25.69
887,7.91
888,5.69
889,2.21
890,6.67
891,7.1
892,9.04
893,3.58
894,7.02
895,31.0
896,9.95
897,5.86
898,5.57
899,4.35
900,13.0
901,4.11
902,3.49
903,5.41
904,17.86
905,4.31
906,9.8
907,13.41
908,9.65
909,9.74
910,4.92
911,9.74
912,4.72
913,2.42
914,2.29
915,3.55
916,5.13
917,5.43
918,11.58
919,6.99
920,31.0
921,11.27
922,8.82
923,23.73
924,9.31
925,6.33
926,6.05
927,3.56
928,2.82
929,1.88
930,2.37
931,3.26
932,13.33
933,4.81
934,1.56
935,7.81
936,4.57
937,4.41
938,3.47
939,2.21
940,3.28
941,31.0
942,3.49
943,31.0
944,3.39
945,5.74
946,1.61
947,6.9
948,3.38
949,20.81
950,6.2
951,31.0
952,4.01
953,5.97
954,6.52
955,31.0
956,2.58
957,3.66
958,4.14
959,7.24
960,1.58
961,3.85
962,2.2
963,3.97
964,16.57
965,4.15
966,2.62
967,20.2
968,6.72
969,6.11
970,8.77
971,4.25
972,31.0
973,5.92
974,5.89
975,2.16
976,3.91
977,13.93
978,7.3
979,6.66
980,11.82
981,7.58
982,5.29
983,3.57
984,5.57
985,5.31
986,8.85
987,2.07
988,3.65
989,2.43
990,5.28
991,4.05
992,31.0
993,30.06
994,7.8
995,7.98
996,3.78
997,4.83
998,3.99
999,7.89
1000,3.85
