PRODUCT_ID,DAYS FORWARD COVERAGE
426,15.29
427,7.45
428,6.35
429,5.14
430,8.42
431,10.43
432,5.75
433,27.1
434,7.69
435,6.27
436,20.91
437,20.71
438,29.0
439,7.84
440,7.09
441,16.97
442,6.51
443,18.23
444,19.08
445,27.8
446,14.71
447,7.76
448,4.67
449,31.0
450,8.94
451,6.72
452,11.77
453,25.9
454,4.86
455,5.24
456,7.93
457,6.57
458,6.5
459,28.67
460,7.25
461,11.33
462,8.03
463,7.26
464,11.41
465,6.85
466,19.86
467,13.94
468,5.74
469,5.11
470,30.3
471,6.76
472,8.87
473,8.94
474,7.19
475,23.62
476,7.14
477,8.18
478,15.37
479,12.34
480,6.31
481,10.79
482,15.42
483,14.67
484,13.65
485,11.45
486,9.76
487,14.43
488,8.32
489,8.28
490,9.14
491,12.77
492,6.19
493,9.0
494,7.0
495,8.76
496,9.0
497,12.0
498,10.03
499,8.22
500,11.37
501,6.43
502,25.6
503,22.43
504,25.71
505,7.9
506,8.0
507,19.09
508,10.5
509,15.75
510,26.33
511,6.88
512,12.11
513,15.42
514,11.03
515,14.42
516,31.0
517,25.33
518,11.82
519,19.33
520,6.58
521,7.3
522,7.68
523,5.11
524,24.0
525,7.79
526,10.33
527,19.28
528,7.42
529,9.27
530,15.42
531,10.0
532,9.02
533,10.27
534,5.33
535,6.88
536,14.12
537,24.64
538,15.94
539,11.48
540,5.07
541,22.26
542,7.16
543,5.26
544,7.96
545,16.9
546,10.71
547,8.92
548,5.24
549,11.13
550,8.21
551,15.04
552,8.67
553,11.15
554,10.67
555,5.42
556,17.79
557,8.28
558,8.0
559,9.79
560,26.3
561,12.09
562,9.71
563,20.16
564,8.07
565,14.75
566,14.21
567,12.1
568,6.15
569,15.65
570,14.9
571,13.28
572,8.32
573,7.81
574,5.77
575,7.49
576,31.0
577,23.83
578,14.97
579,31.0
580,5.67
581,9.41
582,15.56
583,9.37
584,13.48
585,30.25
586,10.49
587,12.49
588,7.67
589,10.18
590,11.58
591,6.97
592,26.55
593,15.72
594,8.95
595,22.2
596,31.0
597,8.68
598,18.5
599,8.68
600,8.63
601,8.26
602,8.0
603,11.71
604,7.13
605,9.82
606,7.12
607,23.29
608,5.81
609,6.82
610,4.88
611,11.34
612,14.48
613,6.53
614,19.0
615,9.88
616,13.19
617,15.09
618,19.66
619,17.54
620,13.51
621,6.76
622,9.16
623,10.1
624,15.31
625,18.57
626,7.97
627,9.8
628,16.14
629,12.75
630,6.81
631,8.06
632,14.97
633,17.13
634,25.85
635,8.73
636,9.85
637,7.97
638,15.97
639,8.7
640,6.85
641,7.91
642,11.53
643,8.46
644,9.59
645,8.13
646,7.22
647,10.25
648,16.12
649,30.82
650,21.2
651,29.85
652,7.05
653,5.6
654,10.69
655,6.71
656,14.5
657,19.38
658,6.06
659,28.45
660,8.3
661,11.25
662,6.19
663,8.54
664,10.82
665,6.67
666,22.06
667,29.0
668,9.51
669,9.54
670,8.27
671,12.96
672,7.05
673,14.78
674,13.38
675,14.31
676,5.38
677,5.58
678,13.15
679,12.16
680,7.88
681,7.97
682,31.0
683,13.17
684,31.0
685,5.3
686,7.0
687,7.9
688,23.2
689,12.0
690,10.7
691,12.65
692,15.25
693,15.84
694,12.83
695,11.34
696,6.18
697,6.74
698,14.43
699,10.58
700,14.43
701,31.0
702,6.59
703,22.87
704,12.56
705,5.4
706,7.11
707,12.12
708,14.88
709,6.08
710,14.53
711,12.89
712,16.69
713,13.95
714,12.0
715,16.4
716,15.73
717,7.11
718,31.0
719,7.89
720,12.96
721,5.03
722,5.29
723,5.47
724,10.07
725,11.83
726,9.82
727,28.0
728,5.71
729,7.51
730,8.42
731,6.33
732,25.33
733,17.76
734,17.31
735,11.29
736,12.58
737,7.91
738,7.21
739,29.75
740,22.12
741,5.65
742,7.03
743,7.26
744,4.33
745,4.35
746,31.0
747,20.18
748,7.74
749,19.11
750,14.32
751,25.0
752,17.79
753,16.2
754,9.95
755,9.26
756,11.57
757,12.07
758,8.12
759,22.5
760,9.36
761,31.0
762,31.0
763,18.29
764,8.93
765,16.64
766,26.36
767,5.29
768,31.0
769,10.84
770,12.89
771,11.44
772,14.0
773,30.45
774,10.31
775,5.3
776,9.46
777,18.0
778,11.74
779,22.25
780,17.19
781,4.73
782,11.56
783,31.0
784,8.4
785,27.24
786,4.35
787,9.79
788,11.69
789,19.25
790,24.3
791,9.5
792,9.89
793,5.41
794,9.6
795,9.79
796,20.36
797,16.0
798,19.18
799,7.45
800,13.85
801,6.35
802,5.88
803,7.31
804,6.67
805,15.56
806,15.53
807,31.0
808,9.67
809,17.87
810,31.0
811,6.91
812,11.94
813,29.83
814,7.02
815,29.08
816,8.56
817,18.0
818,7.85
819,21.21
820,14.9
821,13.67
822,7.2
823,6.41
824,6.54
825,18.35
826,16.18
827,13.0
828,5.33
829,28.85
830,17.08
831,13.14
832,10.79
833,9.96
834,31.0
835,6.94
836,13.15
837,10.83
838,7.0
839,10.94
840,12.36
841,11.5
842,11.08
843,17.27
844,22.26
845,9.94
846,8.8
847,13.73
848,5.13
849,15.96
850,5.27
851,11.68
852,28.0
853,7.19
854,12.28
855,6.61
856,11.09
857,7.14
858,14.16
859,17.44
860,26.44
861,6.5
862,6.15
863,25.55
864,6.68
865,8.47
866,4.91
867,15.47
868,14.45
869,5.78
870,6.49
871,18.22
872,13.39
873,8.55
874,7.35
875,7.9
876,6.13
877,10.06
878,10.53
879,14.47
880,21.05
881,31.0
882,8.69
883,8.61
884,10.0
885,17.93
886,11.0
887,10.71
888,4.82
889,31.0
890,14.52
891,7.77
892,31.0
893,11.18
894,6.36
895,30.5
896,8.05
897,6.24
898,17.7
899,8.51
900,15.54
901,17.05
902,4.92
903,9.46
904,4.85
905,8.0
906,11.25
907,11.51
908,8.91
909,12.65
910,9.08
911,6.64
912,5.6
913,6.69
914,9.12
915,7.82
916,6.55
917,9.28
918,9.95
919,31.0
920,6.78
921,7.49
922,27.42
923,10.48
924,26.31
925,7.05
926,11.76
927,10.0
928,13.34
929,6.2
930,17.59
931,8.84
932,5.84
933,6.17
934,7.72
935,13.28
936,7.15
937,20.71
938,7.41
939,9.68
940,16.53
941,6.11
942,8.14
943,8.08
944,6.78
945,5.71
946,6.16
947,9.95
948,14.83
949,17.03
950,16.57
951,13.12
952,15.03
953,16.71
954,7.91
955,8.51
956,7.5
957,5.37
958,12.14
959,6.63
960,7.63
961,12.47
962,12.47
963,10.92
964,5.18
965,7.13
966,6.69
967,26.07
968,9.44
969,10.0
970,6.75
971,9.23
972,6.28
973,4.68
974,6.5
975,26.5
976,7.13
977,8.5
978,29.68
979,10.82
980,5.63
981,8.52
982,23.86
983,24.19
984,14.42
985,13.15
986,30.13
987,8.97
988,10.52
989,20.0
990,6.87
991,6.47
992,28.19
993,8.52
994,17.33
995,8.98
996,6.44
997,6.84
998,8.31
999,7.88
1000,7.68
